Ref Manip,,,,,,Chambre consignes,,Ambiant,,,,Temps,,,Cryostat,,,,Substrat,,Goutte,,,,Camera,,,,,,,,Geometrical data,,,,,,,,time_calc,,,,Real values,,
24-11-2018,1,FALSE,1,0,1,"15,0","50,0","15,0",NaN,"50,0",NaN,NaN,NaN,NaN,qw2,"-10,0","10,0",NaN,"0,0",Cu10a,1,d,Non,,TRUE,"0,59",100,1 500,,"1600,00","0,59","53153,85",,,NaN,0,"0,00",,,,0,0,191,191,#DIV/0!,05'25'',NaN
24-11-2018,2,FALSE,0,0,1,"15,0","50,0","15,0",NaN,"50,0",NaN,NaN,37:00:07,NaN,qw2,"10,0","-10,0",NaN,"0,0",Cu10a,1,c,Non,,TRUE,"0,00",100,3 600 000,Mauvais delay... Donc seulement 37 images utiles,,"0,00","53153,85",,,NaN,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
24-11-2018,3,FALSE,0,0,1,"15,0","50,0","15,0",NaN,"50,0",NaN,NaN,0:07:02,NaN,qw2,"-10,0","10,0",NaN,"0,0",Cu10a,1,d,Non,,TRUE,"0,45",100,2 000,,,"0,45","53153,85",,,NaN,0,"0,00",,,,0,0,191,191,#DIV/0!,07'00'',NaN
24-11-2018,4,FALSE,0,0,1,"15,0","50,0","15,0",NaN,"50,0",NaN,NaN,0:07:02,NaN,qw2,"-10,0","10,0",NaN,"0,0",Cu10a,1,d,Non,,TRUE,"0,45",100,2 000,Suite de la manip précédente,,"0,45","53153,85",,,NaN,0,"0,00",,,,0,0,191,191,#DIV/0!,07'00'',NaN
08-03-2018,1,TRUE,1,1,0,NaN,NaN,NaN,"22,2",NaN,"34,3",NaN,NaN,NaN,Tw-10,"-10,0","-10,0",NaN,"0,0",Cu20b,1,a,Non,,,"1,00",NaN,NaN,,NaN,"1,00",131800,46,42,Oui,"50116181,41","21,89",186,453,400,39,33,68,29,"0,47",00'29'',NaN
08-03-2018,2,TRUE,1,1,0,NaN,NaN,NaN,"22,5",NaN,"34,8",NaN,01'34'',NaN,Tw-10,"-10,0","-10,0",NaN,"0,0",Cu20b,1,a,Non,,,"3,00",NaN,NaN,,NaN,"3,00",139900,57,57,Oui,"53827081,96","19,66",182,480,421,63,58,156,93,"0,43",00'31'',NaN
08-03-2018,3,FALSE,0,0,0,NaN,NaN,NaN,"22,4",NaN,"34,8",NaN,01'30'',NaN,Tw-10,"-10,0","-10,0",NaN,"0,0",Cu20b,1,a,Non,,,"3,00",NaN,NaN,,NaN,"3,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
08-03-2018,4,TRUE,1,1,0,NaN,NaN,NaN,"22,4",NaN,"34,6",NaN,01'15'',NaN,Tw-12,"-12,0","-12,0",NaN,"0,0",Cu20b,1,a,Non,,,"3,00",NaN,NaN,,NaN,"3,00",138100,47,53,Non,"58400900,53","22,17",186,506,434,63,58,150,87,"0,43",00'29'',NaN
08-03-2018,5,TRUE,1,1,0,NaN,NaN,NaN,"22,3",NaN,"35,0",NaN,00'49'',NaN,Tw-12,"-12,0","-12,0",NaN,"0,0",Cu20b,1,a,Non,,,"3,00",NaN,NaN,,NaN,"3,00",121176,41,39,Oui,"58860297,19","33,08",183,547,440,64,59,155,91,"0,42",00'30'',NaN
08-03-2018,6,FALSE,0,0,0,NaN,NaN,NaN,"22,3",NaN,"35,6",NaN,00'58'',NaN,Tw-12,"-12,0","-12,0",NaN,"0,0",Cu20b,1,a,Non,,,"3,00",NaN,NaN,,NaN,"3,00",,,,,0,"0,00",,,,,,,,,,NaN
08-03-2018,7,FALSE,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,qw4,"-12,0","10,0",NaN,"0,0",Cu20b,1,b,Non,,,"1,00",NaN,NaN,,NaN,"1,00",,,,,0,"0,00",,,,,,,,,,NaN
08-03-2018,8,TRUE,1,1,0,NaN,NaN,NaN,"22,1",NaN,"35,3",NaN,17'05'',NaN,qw4,"10,0","-12,0","-12,0","0,0",Cu20b,1,a,Non,,,"1,00",NaN,NaN,,NaN,"1,00",129400,56,56,Oui,"50324221,86","23,23",206,511,376,131,126,153,22,"0,55",00'07'',NaN
08-03-2018,9,FALSE,0,0,0,NaN,NaN,NaN,"21,9",NaN,"35,5",00:02:27,NaN,NaN,qw4,"-12,0","10,0","8,0","0,0",Cu20b,1,b,Non,,,"1,00",NaN,NaN,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
08-03-2018,10,FALSE,0,0,0,NaN,NaN,NaN,"21,8",NaN,"36,0",NaN,15'40'',NaN,qw4,"10,0","-12,0",NaN,"0,0",Cu20b,2,a,Non,,,"1,00",NaN,NaN,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
08-03-2018,11,FALSE,0,0,0,NaN,NaN,NaN,"21,2",NaN,"36,6",00:03:11,04'00'',00'49'',qw4,"-12,0","10,0","8,0","0,0",Cu20b,2,b,Non,,,"1,00",NaN,NaN,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
20-11-2017,1,TRUE,1,1,0,NaN,NaN,NaN,"20,6",NaN,NaN,01'20'',02'00'',00'40'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"6,66","50,23","0,00",P-e pas laisser assez de temps pour eq thermique du substrat,"50,23","6,657",133000,55,53,Oui,"43665825,67","18,56",192,424,364,57,53,324,267,"0,53",00'40'',59'59''
20-11-2017,2,FALSE,0,0,0,NaN,NaN,NaN,"20,6",NaN,NaN,03'43'',04'26'',00'43'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28","0,00",,"100,28","4,993",133000,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
20-11-2017,3,FALSE,0,0,0,NaN,NaN,NaN,"21,0",NaN,NaN,02'06'',02'57'',00'51'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28","0,00",,"100,28","4,993",133000,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
20-11-2017,4,FALSE,0,0,0,NaN,NaN,NaN,"21,2",NaN,NaN,02'27'',03'13'',00'46'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28","0,00",,"100,28","4,993",133000,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
20-11-2017,5,FALSE,0,0,0,NaN,NaN,NaN,"21,2",NaN,NaN,04'43'',05'29'',00'46'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Redémarrage complet de la manip,"150,32","3,995",133000,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
20-11-2017,6,FALSE,0,0,0,NaN,NaN,NaN,"21,6",NaN,NaN,04'46'',05'24'',00'38'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Le substrat a été bougé involontairement (pas la même zone de manip),"150,32","3,995",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
20-11-2017,7,FALSE,0,0,0,NaN,NaN,NaN,"21,6",NaN,NaN,0,01'20'',01'20'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Givrage dès la  dépose - Présence d’un germe ?,"150,32","3,995",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
20-11-2017,8,FALSE,0,0,0,NaN,NaN,NaN,"21,8",NaN,NaN,00'14'',01'30'',01'16'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Givrage dès la  dépose - Présence d’un germe ?,"150,32","3,995",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
20-11-2017,9,FALSE,0,0,0,NaN,NaN,NaN,"21,5",NaN,NaN,00'00'',01'10'',01'10'',Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Givrage dès la  dépose - Présence d’un germe ?,"150,32","3,995",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
20-11-2017,10,FALSE,0,0,0,NaN,NaN,NaN,"21,5",NaN,NaN,NaN,02'46'',NaN,Tw-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00","100,28","50,04",Givrage dès la  dépose - Présence d’un germe ?,"150,32","3,995",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,1,FALSE,1,0,0,NaN,NaN,NaN,"22,0",NaN,NaN,02'24'',02'38'',00'14'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"6,66","50,23",0,,"50,23","6,657",133000,,,,"40163768,77","17,07",196,413,343,233,229,326,93,"0,57",00'14'',00'00''
21-11-2017,2,FALSE,1,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,01'06'',01'26'',00'20'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"6,66","50,23",0,,"50,23","6,657",133000,,,,"34593595,67","14,70",201,407,310,195,191,326,131,"0,65",00'20'',00'00''
21-11-2017,3,FALSE,0,0,0,NaN,NaN,NaN,"22,6",NaN,NaN,00'02'',00'46'',00'44'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"6,66","50,23",0,Givrage dès la dépose suite à plusieurs manips ratées,"50,23","6,657",133000,,,,"41083257,44","17,46",198,417,345,,-4,,0,"0,57",00'00'',NaN
21-11-2017,4,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,00'10'',00'50'',00'40'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28",0,Plusieurs manips ratées,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,5,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,00'13'',00'51'',00'38'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,6,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,00'16'',00:00:50,00'34'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,7,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,00'20'',00'54'',00'34'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,8,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,NaN,00'21'',00'56'',00'35'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00",150,0,,,"4,00",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,9,FALSE,0,0,0,NaN,NaN,NaN,"22,7",NaN,NaN,00'10'',00'45'',00'35'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00",150,0,,,"4,00",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
21-11-2017,10,FALSE,0,0,0,NaN,NaN,NaN,"22,7",NaN,NaN,00'15'',00'52'',00'37'',Tw-15,"-15,0","-15,0","-15,0","0,0",Cu20b,1,a,Non,,TRUE,"4,00",150,0,,,"4,00",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,1,FALSE,0,0,0,NaN,NaN,NaN,"21,9",NaN,NaN,05'19'',06'01'',00'42'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"6,66","50,23",0,,"50,23","6,657",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,2,FALSE,0,0,0,NaN,NaN,NaN,"22,2",NaN,NaN,06'48'',07'30'',00'42'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"6,66","50,23",0,,"50,23","6,657",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,3,FALSE,0,0,0,NaN,NaN,NaN,"22,2",NaN,NaN,07'04'',07'46'',00'42'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"6,66","50,23",0,,"50,23","6,657",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,4,FALSE,0,0,0,NaN,NaN,NaN,"23,8",NaN,NaN,07'49'',08'25'',00'36'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"6,66","50,23",0,,"50,23","6,657",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,5,FALSE,0,0,0,NaN,NaN,NaN,"24,0",NaN,NaN,NaN,05'30'',NaN,qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"7,99","25,21",0,Pas tout le givrage d'enregistré,"25,21","7,987",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,6,FALSE,0,0,0,NaN,NaN,NaN,"24,4",NaN,NaN,06'25'',07'01'',00'36'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,7,FALSE,0,0,0,NaN,NaN,NaN,"24,9",NaN,NaN,05'09'',05'49'',00'40'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,8,FALSE,0,0,0,NaN,NaN,NaN,"24,7",NaN,NaN,08'08'',08'44'',00'36'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
23-11-2017,9,FALSE,0,0,0,NaN,NaN,NaN,"24,6",NaN,NaN,06'24'',07'05'',00'41'',qwAlt-7,"-7,0","-7,0","-7,0","0,0",Cu20b,1,a,Non,,,"4,99","100,28",0,,"100,28","4,993",133000,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
25-04-2019,1,FALSE,1,1,1,"5,0",NaN,"5,0","5,0",NaN,"69,5",15'00'',16'07'',01'07'',qw1,"10,0","-15,0","-11,3","0,0",Cuve20a,1,a,Non,,,"0,83","100,28",1 000,,,"0,83","65833,33333",90,90,Oui,"1987798,769","6,97",156,,,121,117,184,63,#DIV/0!,01'16'',59'50''
25-04-2019,2,FALSE,0,0,1,"5,0",NaN,"5,0","5,1",NaN,"71,6",02'30'',07'46'',05'16'',qw1,"-13,9","10,0","7,9","0,0",Cuve20a,1,b,Non,,,"0,59","100,28",1 500,,,"0,59","65833,33333",90,90,Oui,0,"0,00",,,,15,11,192,177,#DIV/0!,05'01'',00'15''
25-04-2019,3,FALSE,1,0,1,"5,0",NaN,"4,9","5,0",NaN,"67,7",16'01'',17'13'',01'12'',qw1,"10,0","-15,0","-12,2","0,0",Cuve20a,1,a,Non,,,"0,83","100,28",1 000,,,"0,83","65833,33333",90,90,Oui,0,"0,00",,,,131,127,192,61,#DIV/0!,01'13'',59'58''
25-04-2019,4,FALSE,0,0,1,"5,0",NaN,"5,0","5,1",NaN,"69,7",02'52'',07'33'',04'41'',qw1,"-15,0","10,0","8,4","0,0",Cuve20a,1,b,Non,,,"0,59","100,28",1 500,"Apparition de très ""grosse"" goutte de condensation devant la cuve",,"0,59","65833,33333",90,90,Oui,0,"0,00",,,,20,74,192,172,#DIV/0!,04'52'',59'48''
25-04-2019,5,FALSE,1,0,1,"5,0",NaN,"4,9","5,0",NaN,"71,4",15'40'',17'25'',01'45'',qw1,"10,0","-15,0","-11,8","0,0",Cuve20a,2,a,Non,,,"1,43","100,28",500,,,"1,43","65833,33333",90,90,Oui,"20035530,19","70,22",167,286,259,39,35,167,128,"0,64",01'30'',00'15''
25-04-2019,6,FALSE,0,0,1,"5,0",NaN,"5,0","5,1",NaN,"73,2",02'47'',07'32'',04'45'',qw1,"-15,0","10,0","8,2","0,0",Cuve20a,2,b,Non,,,"0,59","100,28",1 500,,,"0,59","65833,33333",90,90,Oui,0,"0,00",,,,33,29,192,159,#DIV/0!,04'30'',00'15''
24-04-2019,1,FALSE,0,0,1,"20,0",50,"20,0","19,5","48,0","53,9",NaN,NaN,NaN,qw1,"10,0","-15,0",NaN,"0,0",Cuve20a,1,a,Non,,,"1,43","100,28",500,Soufflage externe pour camera + sur la cuve -> Pas de givrage (flux trop intense ?) (35min de manip -15° établi depuis 15min au moins),,"1,43","65833,33333",90,90,Oui,0,"0,00",,,,NaN,0,NaN,#VALUE!,#DIV/0!,#VALUE!,NaN
24-04-2019,2,FALSE,0,0,1,"20,0",50,"20,0","19,5","50,0","56,8",NaN,NaN,NaN,qw1,"-15,0","10,0",NaN,"0,0",Cuve20a,1,b,Non,,,"0,89","100,28",1 000,"Pas givrée au départ, la variation de température n'a pas déclenché le givrage (Pas de surfusion ?)
Pas de dégivrage",,"0,83","65833,33333",90,90,Oui,0,"0,00",,,,NaN,0,NaN,#VALUE!,#DIV/0!,#VALUE!,NaN
24-04-2019,3,FALSE,0,0,1,"5,0",NaN,"4,9","5,3",NaN,"66,0",15'53'',18'04'',02'11'',qw1,"10,0","-15,0","-12,1","0,0",Cuve20a,2,a,Non,,,"1,43","100,28",500,Pas le début du givrage,,"1,43","65833,33333",90,90,Oui,0,"0,00",,,,0,0,202,202,#DIV/0!,02'21'',59'49''
24-04-2019,4,FALSE,0,0,1,"5,0",NaN,"5,0","5,2",NaN,"70,0",02'33'',06'50'',04'17'',qw1,"-15,0","10,0","7,6","0,0",Cuve20a,2,b,Non,,,"0,89","100,28",1 000,"J'ai l'impression qu'il y a des fuites, de grosses ""gouttes"" d'eau apparaissent devant la cuve.",,"0,83","65833,33333",90,90,Oui,0,"0,00",,,,25,53,202,177,#DIV/0!,03'32'',00'45''
24-04-2019,5,FALSE,1,0,1,"5,0",NaN,"5,0","5,0",NaN,"68,9",15'44'',18'02'',02'18'',qw1,"10,0","-15,0","-12,0","0,0",Cuve20a,3,a,Non,,,"0,89","100,28",1 000,,,"0,83","65833,33333",90,90,Oui,"19936416,08","69,87",170,303,255,83,79,202,119,"0,67",02'23'',59'54''
24-04-2019,6,FALSE,0,0,1,"5,0",NaN,"5,0","5,1",NaN,"70,2",02'34'',08'01'',05'27'',qw1,"-15,0","10,0","8,0","0,0",Cuve20a,3,b,Non,,,"0,59","100,28",1 500,,,"0,59","65833,33333",90,90,Oui,0,"0,00",,,,20,50,202,182,#DIV/0!,05'09'',00'18''
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN
,,FALSE,0,,,,,,,,,,,00'00'',,,,,,,,,,,,,,,,,"10,00",,,,,0,"0,00",,,,,-4,,0,#DIV/0!,00'00'',NaN